Accession,Organism_Name,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
AGS37104.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero32-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37108.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,sexual04-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37110.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM27-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37112.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero34-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37114.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero36-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37116.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM28-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37118.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown09-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37122.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM29-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37124.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,sexual05-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37126.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero38-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37128.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero13-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37130.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown12-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37132.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero39-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37134.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM30-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37140.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other11-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37142.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero14-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37144.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero41-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37146.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero42-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37148.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM32-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37150.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero43-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37151.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown13-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37152.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero15-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37154.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown14-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37156.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero16-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37158.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero17-09,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37160.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero01-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37162.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown07-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37164.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other02-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37166.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero16-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37168.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown08-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37170.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM03-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37172.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM04-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37174.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM05-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37176.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM06-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37178.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM07-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37180.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero03-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37184.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM10-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37186.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero20-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37188.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero04-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37190.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown10-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37192.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero21-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37193.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero05-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37195.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero22-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37197.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM12-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37199.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM13-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37201.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM14-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37203.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero23-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37205.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM15-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37207.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM16-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37209.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown02-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37211.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM18-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37213.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM19-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37215.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero25-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37217.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM20-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37219.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM21-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37221.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero07-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37223.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero08-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37225.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM22-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37227.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero26-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37229.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero27-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37231.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,sexual02-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37233.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM23-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37235.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown15-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37237.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero11-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37239.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other04-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37241.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other05-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37243.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown20-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37245.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero13-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37247.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero28-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37249.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM26-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37251.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown21-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37253.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM27-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37255.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other06-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37257.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero14-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37259.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero32-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37261.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM29-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37263.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM31-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37265.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other07-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37267.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown22-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37269.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM32-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37271.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown05-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37273.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other09-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37275.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM33-10,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37277.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero16-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37279.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other10-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37281.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM33-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37283.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero17-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37285.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM39-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37287.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other11-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37289.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero15-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37291.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,other12-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37293.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM32-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37295.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero19-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37297.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM41-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37299.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown23-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37301.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,hetero22-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37303.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM43-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37305.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,MSM44-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37307.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,sexual03-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37309.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown25-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37311.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown26-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
AGS37313.1,Hepatitis B virus,"Hahne,S., van Houdt,R., Koedijk,F., van Ballegooijen,M., Cremer,J., Bruisten,S., Coutinho,R., Boot,H.",06-08-2013,unknown27-04,Hepatitis B virus,150,core protein,Netherlands,,Homo sapiens,,01-01-2004
